timestamp,priceUsd,priceBtc,24HVolumeUsd,marketCapUsd,availableSupply,totalSupply,maxSupply,percentChange1H,percentChange24H,percentChange7D,lastUpdated
1515370451,16459.1,1.0,15897300000.0,276324209337,16788537.0,16788537.0,21000000.0,-0.83,-5.79,17.57,1515370160
