timestamp,priceUsd,priceBtc,24HVolumeUsd,marketCapUsd,availableSupply,totalSupply,maxSupply,percentChange1H,percentChange24H,percentChange7D,lastUpdated
1515370451,3.34321,0.00020622,2378200000.0,129513096444,38739144847.0,99993093880.0,100000000000,-0.95,6.88,46.91,1515370440
