timestamp,priceUsd,priceBtc,24HVolumeUsd,marketCapUsd,availableSupply,totalSupply,maxSupply,percentChange1H,percentChange24H,percentChange7D,lastUpdated
1515370452,2780.48,0.171349,1433860000.0,46988096152.0,16899275.0,16899275.0,21000000.0,-1.1,0.24,10.2,1515370152
