timestamp,priceUsd,priceBtc,24HVolumeUsd,marketCapUsd,availableSupply,totalSupply,maxSupply,percentChange1H,percentChange24H,percentChange7D,lastUpdated
1515370452,1164.83,0.0717833,5624090000.0,112799798766,96837992.0,96837992.0,,3.43,11.31,54.56,1515370150
